U,V,W,T_SONIC,CO2,H2O,SA_DIAG,GA_DIAG,T_CELL,T_CELL_IN,T_CELL_OUT,PRESS_CELL
-1.26754,4.28499,-0.725612,301.325,350.894,15.7547,3,8191,28.6292,30.9149,28.0578,96.9047
-1.42814,4.21486,-0.660693,301.28,350.946,15.7469,4,8191,28.6459,30.9335,28.074,96.904
-1.58507,4.19643,-0.653212,301.26,350.958,15.7429,5,8191,28.6369,30.9236,28.0653,96.8998
-1.57647,4.06406,-0.656148,301.295,350.92,15.7395,6,8191,28.6497,30.9074,28.0852,96.9016
-1.38582,4.198,-0.680785,301.331,350.875,15.7429,7,8191,28.6001,30.8839,28.0291,96.9083
-1.40706,4.31719,-0.415478,301.303,350.883,15.7464,8,8191,28.5936,30.9211,28.0117,96.9071
-1.50152,4.54864,-0.7317,301.316,350.885,15.7484,9,8191,28.6113,30.9099,28.0366,96.9124
-1.40291,4.43856,-0.842498,301.311,350.791,15.7535,10,8191,28.6611,30.9248,28.0952,96.9081
-1.18676,4.32643,-1.03877,301.295,350.862,15.7498,1,8191,28.6511,30.9149,28.0852,96.902
-1.31192,4.22466,-1.17886,301.292,350.626,15.7521,2,8191,28.6516,30.9322,28.0815,96.8931
-1.12102,4.09187,-1.26501,301.295,350.807,15.7639,3,8191,28.6001,30.8988,28.0254,96.9039
-0.95001,4.11179,-1.22052,301.303,350.768,15.7666,4,8191,28.6075,30.931,28.0267,96.9033
-0.954329,4.23889,-1.16797,301.305,350.774,15.7604,5,8191,28.5846,30.8963,28.0067,96.9014
-0.943518,4.22973,-1.05963,301.323,350.847,15.7667,6,8191,28.5968,30.8975,28.0217,96.9063
-0.936089,4.14531,-0.964816,301.385,350.783,15.7616,7,8191,28.6205,30.9012,28.0503,96.8998
-0.854516,4.07096,-1.02485,301.418,350.887,15.7647,8,8191,28.5978,30.9223,28.0167,96.902
-0.77714,4.10606,-1.4039,301.505,350.836,15.7681,9,8191,28.6404,30.9062,28.074,96.9002
-0.896604,3.97576,-1.16786,301.535,350.823,15.7635,10,8191,28.6255,30.936,28.0478,96.8953
-0.90542,3.99389,-0.734416,301.554,350.705,15.7605,1,8191,28.6237,30.9074,28.0528,96.8913
-1.0449,4.11542,-0.833278,301.605,350.681,15.7722,2,8191,28.6237,30.9273,28.0478,96.8984
-1.38299,4.23139,-0.935486,301.551,350.502,15.7783,3,8191,28.6364,30.936,28.0615,96.9002
-1.10503,4.25432,-0.924783,301.574,350.417,15.7972,4,8191,28.6364,30.9062,28.069,96.9014
-0.943192,4.01701,-1.0686,301.575,350.372,15.8115,5,8191,28.6382,30.9298,28.0653,96.8961
-0.856573,3.90412,-1.0069,301.564,350.272,15.827,6,8191,28.6686,30.9273,28.1039,96.9014
-1.10278,3.61172,-0.864635,301.57,350.094,15.839,7,8191,28.6477,30.9124,28.0815,96.8973
-1.12916,3.53695,-0.963989,301.591,350.297,15.8506,8,8191,28.63,30.9236,28.0565,96.9057
-1.2369,3.54917,-1.27476,301.675,350.25,15.866,9,8191,28.6481,30.9149,28.0815,96.8913
-1.36314,3.94484,-1.56962,301.719,350.286,15.8725,10,8191,28.6604,30.9161,28.0964,96.8894
-0.931796,4.04504,-1.60647,301.685,350.341,15.8687,1,8191,28.6561,30.9,28.0952,96.8961
-1.03409,4.02319,-1.31452,301.726,350.281,15.8717,2,8191,28.6322,30.8802,28.0703,96.8888
-1.21143,4.17248,-1.13411,301.745,350.286,15.8762,3,8191,28.6449,30.9136,28.0777,96.899
-1.23495,4.4065,-0.990514,301.759,350.059,15.8836,4,8191,28.633,30.9136,28.0628,96.8961
-1.3161,4.45904,-0.960253,301.731,349.949,15.9002,5,8191,28.6499,30.9533,28.074,96.8967
-1.19082,4.7058,-1.09399,301.761,349.838,15.9238,6,8191,28.6272,30.9446,28.0478,96.9014
-1.27198,4.56729,-1.07666,301.745,349.878,15.9339,7,8191,28.6397,30.9422,28.064,96.8992
-1.09189,4.54104,-1.07846,301.774,349.74,15.9461,8,8191,28.6441,30.9595,28.0653,96.8972
-1.10561,4.54985,-1.21327,301.77,349.865,15.9647,9,8191,28.6342,30.9496,28.0553,96.9026
-1.24075,4.47843,-1.16416,301.789,349.918,15.9679,10,8191,28.6379,30.9335,28.064,96.8888
-1.25341,4.64713,-0.929338,301.81,349.84,15.9696,1,8191,28.6265,30.936,28.0491,96.8941
-1.20735,4.3608,-0.957403,301.824,349.84,15.9726,2,8191,28.6202,30.9347,28.0416,96.8947
-1.12643,4.4439,-1.21751,301.805,349.885,15.9854,3,8191,28.6561,30.9496,28.0827,96.8996
-1.15256,4.36852,-1.187,301.831,349.932,15.9845,4,8191,28.6354,30.9657,28.0528,96.9008
-1.24779,4.39752,-0.990203,301.816,349.821,15.9887,5,8191,28.627,30.9285,28.0516,96.9026
-1.21131,4.52694,-0.711333,301.794,349.853,15.9956,6,8191,28.6285,30.931,28.0528,96.902
-1.21618,4.32795,-0.938065,301.86,349.699,16.0024,7,8191,28.6372,30.9248,28.0653,96.9063
-1.14195,4.27855,-1.03229,301.872,349.626,16.0081,8,8191,28.6479,30.9236,28.079,96.8996
-1.14089,4.31103,-1.05565,301.89,349.735,16.0215,9,8191,28.6511,30.9347,28.0802,96.899
-1.12035,4.30595,-1.03144,301.894,349.813,16.0206,10,8191,28.6922,30.931,28.1325,96.8953
-1.0059,4.27107,-1.03501,301.87,349.835,16.0231,1,8191,28.6887,30.9484,28.1238,96.8941
-0.884555,4.15386,-1.14271,301.865,349.697,16.0216,2,8191,28.6812,30.9459,28.1151,96.8947
-1.04772,4.21092,-1.35869,301.523,349.663,16.0337,3,8191,28.6526,30.9521,28.0777,96.8984
-1.08592,4.20178,-1.25724,301.448,349.677,16.0398,4,8191,28.6583,30.9459,28.0864,96.896
-1.17475,4.34332,-1.07857,301.574,349.671,16.0369,5,8191,28.6553,30.9409,28.084,96.8978
-0.953891,4.49013,-0.819604,301.66,349.627,16.0292,6,8191,28.6267,30.9273,28.0516,96.9014
-1.14764,4.52818,-0.950592,301.44,349.962,16.0232,7,8191,28.6245,30.9211,28.0503,96.902
-1.13674,4.83344,-1.10098,301.423,350.253,15.9895,8,8191,28.6431,30.9496,28.0665,96.8984
-1.22037,4.45363,-1.1504,301.415,350.247,15.9622,9,8191,28.6245,30.926,28.0491,96.9006
-0.915268,4.50167,-1.34361,301.376,350.218,15.9403,10,8191,28.5796,30.9012,27.9992,96.8905
-0.813029,4.31466,-1.3981,301.375,350.453,15.9175,1,8191,28.5749,30.9521,27.9806,96.8911
-1.05056,4.15778,-1.22242,301.363,350.737,15.8949,2,8191,28.5985,30.9409,28.013,96.8941
-1.04289,4.13473,-1.14648,301.414,350.648,15.8622,3,8191,28.6302,30.9198,28.0578,96.8864
-0.943073,4.14442,-1.01528,301.463,350.557,15.8449,4,8191,28.5926,30.936,28.0067,96.8923
-1.08981,4.25972,-0.95237,301.535,350.722,15.8329,5,8191,28.5961,30.9434,28.0092,96.896
-1.21,4.29392,-0.904578,301.442,350.659,15.8283,6,8191,28.6095,30.936,28.0279,96.8919
-1.45419,4.11104,-0.880513,301.405,350.645,15.8244,7,8191,28.626,30.9384,28.0478,96.8937
-1.289,4.15958,-1.00719,301.399,350.578,15.8131,8,8191,28.6402,30.9198,28.0703,96.899
-1.20898,4.04302,-1.33974,301.43,350.378,15.8195,9,8191,28.6439,30.9186,28.0752,96.9002
-1.47318,3.5316,-1.52097,301.506,350.427,15.816,10,8191,28.6449,30.9236,28.0752,96.8996
-1.69877,3.63263,-1.55675,301.471,350.496,15.8139,1,8191,28.6125,30.9161,28.0366,96.8966
-1.69925,3.76652,-1.66332,301.486,350.567,15.8128,2,8191,28.6068,30.9223,28.0279,96.8953
-1.54095,3.77553,-1.71228,301.49,350.732,15.8148,3,8191,28.6264,30.9459,28.0466,96.9008
-1.6254,3.73864,-1.87094,301.501,350.584,15.8058,4,8191,28.67,30.9595,28.0977,96.8941
-1.61975,3.76101,-1.88817,301.525,350.602,15.8104,5,8191,28.6404,30.931,28.0678,96.902
-1.68776,3.72376,-1.86031,301.5,350.504,15.8184,6,8191,28.6284,30.9459,28.0491,96.8949
-1.62951,3.64052,-1.86033,301.475,350.448,15.8207,7,8191,28.6519,30.9285,28.0827,96.8996
-1.57632,3.5255,-1.80971,301.466,350.544,15.8392,8,8191,28.6541,30.9248,28.0864,96.9075
-1.55699,3.30667,-1.75344,301.46,350.46,15.8429,9,8191,28.6975,30.9273,28.14,96.9033
-1.49833,3.36463,-1.76364,301.454,350.536,15.8397,10,8191,28.6648,30.9236,28.1001,96.8913
-1.60042,3.30001,-1.71012,301.47,350.488,15.8437,1,8191,28.6327,30.9322,28.0578,96.8947
-1.7251,3.28915,-1.59277,301.473,350.492,15.8394,2,8191,28.6192,30.9198,28.0441,96.8966
-1.82008,2.99992,-1.68483,301.46,350.468,15.8368,3,8191,28.629,30.8988,28.0615,96.8935
-1.87989,3.08344,-1.67364,301.485,350.608,15.8459,4,8191,28.6016,30.9211,28.0217,96.8953
-1.82475,3.03632,-1.78333,301.475,350.533,15.8398,5,8191,28.6561,30.9298,28.0877,96.8929
-1.72705,2.93183,-1.94381,301.489,350.478,15.8349,6,8191,28.6524,30.936,28.0815,96.8972
-1.68868,2.79042,-1.70838,301.45,350.484,15.8425,7,8191,28.6471,30.9347,28.0752,96.9026
-1.8716,3.42865,-1.92588,301.407,350.504,15.8392,8,8191,28.6626,30.9422,28.0927,96.9039
-1.71544,3.73966,-1.69474,301.405,350.511,15.8403,9,8191,28.6227,30.9322,28.0453,96.9008
-1.93714,3.62361,-1.3911,301.428,350.491,15.8415,10,8191,28.6339,30.9236,28.0615,96.902
-1.858,3.70741,-1.26838,301.435,350.484,15.8377,1,8191,28.6339,30.9285,28.0603,96.8906
-1.87073,3.77358,-1.35441,301.431,350.555,15.835,2,8191,28.6344,30.926,28.0615,96.8966
-1.52775,3.62325,-1.29147,301.455,350.551,15.8326,3,8191,28.6063,30.9149,28.0291,96.8919
-1.36995,3.60468,-1.11129,301.483,350.534,15.8232,4,8191,28.617,30.9136,28.0428,96.8905
-1.51389,3.71464,-1.30105,301.461,350.53,15.8246,5,8191,28.6083,30.9099,28.0329,96.8935
-1.50823,3.40154,-1.67729,301.418,350.516,15.8186,6,8191,28.6568,30.9434,28.0852,96.8935
-1.51518,3.28405,-1.41342,301.385,350.518,15.8173,7,8191,28.6152,30.9446,28.0329,96.8978
-1.20177,3.11144,-1.56323,301.377,350.496,15.816,8,8191,28.6055,30.9508,28.0192,96.8984
-1.08848,2.97547,-1.74028,301.355,350.453,15.8231,9,8191,28.5564,30.9347,27.9619,96.8953
-0.925758,3.00238,-1.56457,301.37,350.585,15.8239,10,8191,28.6138,30.9273,28.0354,96.899
-0.821655,2.95943,-1.3857,301.38,350.569,15.8137,1,8191,28.6618,30.9236,28.0964,96.8986
-0.843419,2.90042,-1.30479,301.392,350.547,15.7963,2,8191,28.6093,30.9397,28.0267,96.8931
-0.670009,2.77559,-1.37411,301.44,350.661,15.7885,3,8191,28.5859,30.9273,28.0005,96.8949
-0.622668,2.84858,-1.25174,301.46,350.582,15.78,4,8191,28.5943,30.9397,28.008,96.8894
-0.581318,2.77051,-1.4047,301.391,350.704,15.7782,5,8191,28.5916,30.9409,28.0042,96.8864
-0.422717,2.78221,-1.42995,301.36,350.595,15.7785,6,8191,28.603,30.9236,28.0229,96.8876
-0.180812,2.90492,-1.37796,301.395,350.568,15.7836,7,8191,28.6197,30.9223,28.0441,96.8917
-0.299886,2.88948,-1.13779,301.439,350.492,15.7893,8,8191,28.6264,30.9558,28.0441,96.8882
-0.420289,2.86599,-1.07173,301.435,350.693,15.7821,9,8191,28.625,30.9434,28.0453,96.8839
-0.492379,2.76298,-0.887064,301.421,350.863,15.7727,10,8191,28.6499,30.9384,28.0777,96.8925
-0.644892,2.80176,-0.394205,301.44,350.761,15.7624,1,8191,28.6835,30.963,28.1136,96.8984
-0.749288,2.7628,-0.0199413,301.426,350.755,15.7647,2,8191,28.6758,30.9583,28.1051,96.8955
-0.652604,2.73274,0.14702,301.43,350.586,15.7695,3,8191,28.6631,30.9347,28.0952,96.8925
-0.967195,2.80551,0.421961,301.453,350.569,15.7785,4,8191,28.67,30.9446,28.1014,96.8984
-1.29749,2.78099,0.655706,301.51,350.693,15.7859,5,8191,28.6123,30.9149,28.0366,96.8943
-1.34266,3.18723,0.755546,301.476,350.553,15.78,6,8191,28.6671,30.9446,28.0977,96.8931
-1.21464,3.23457,0.626875,301.47,350.542,15.7775,7,8191,28.6591,30.9357,28.0899,96.89
-1.32642,3.21036,0.341479,301.443,350.565,15.7813,8,8191,28.6272,30.9555,28.0451,96.8925
-1.39243,3.47295,0.460924,301.44,350.532,15.786,9,8191,28.616,30.9087,28.0428,96.8961
-1.37893,3.40131,0.529745,301.469,350.476,15.7841,10,8191,28.6005,30.931,28.0179,96.8975
-1.54676,3.43902,0.464357,301.495,350.492,15.792,1,8191,28.5918,30.957,28.0005,96.8999
-2.05695,3.62824,0.748788,301.519,350.527,15.7893,2,8191,28.6354,30.9558,28.0553,96.9085
-1.82666,3.88009,0.789744,301.505,350.488,15.7909,3,8191,28.6701,30.9298,28.1051,96.9042
-2.06743,4.08769,0.399875,301.393,350.437,15.7885,4,8191,28.6571,30.9298,28.0889,96.9036
-1.92092,4.22396,0.474601,301.424,350.464,15.7969,5,8191,28.6247,30.9322,28.0478,96.8975
-1.91411,4.42338,0.350957,301.513,350.556,15.7975,6,8191,28.6404,30.936,28.0665,96.9048
-1.86471,4.33086,0.163414,301.49,350.389,15.792,7,8191,28.6282,30.9595,28.0453,96.9047
-1.92846,4.02412,-0.233048,301.474,350.319,15.7937,8,8191,28.614,30.9285,28.0354,96.9132
-2.12442,3.85269,-0.251905,301.43,350.495,15.7963,9,8191,28.5926,30.9459,28.0042,96.9144
-2.03851,4.06694,-0.0329174,301.505,350.586,15.7892,10,8191,28.6117,30.9431,28.0289,96.9138
-2.2398,4.02944,-0.223447,301.43,350.547,15.7941,1,8191,28.6148,30.9174,28.0391,96.9053
-1.94829,4.26029,-0.487948,301.365,350.415,15.7912,2,8191,28.6765,30.9471,28.1089,96.9136
-2.05853,4.30034,-0.599418,301.38,350.554,15.7885,3,8191,28.6449,30.9583,28.0665,96.9156
-2.13019,4.15121,-0.831176,301.368,350.494,15.7911,4,8191,28.62,30.9335,28.0416,96.9228
-1.94052,4.00864,-0.631673,301.385,350.61,15.7962,5,8191,28.6556,30.9273,28.0877,96.9174
-1.85998,4.07417,-0.596413,301.379,350.64,15.7903,6,8191,28.6292,30.9298,28.0541,96.9112
-1.89455,4.32235,-0.498018,301.374,350.727,15.7919,7,8191,28.5928,30.9174,28.0117,96.91
-2.10403,4.30982,-0.823491,301.392,350.698,15.7868,8,8191,28.626,30.9285,28.0503,96.9118
-2.25492,4.13421,-1.0666,301.405,350.673,15.7911,9,8191,28.6347,30.9471,28.0565,96.9107
-2.11656,4.13464,-1.45512,301.425,350.78,15.792,10,8191,28.6053,30.9397,28.0217,96.9161
-2.14969,3.69081,-1.43849,301.4,350.761,15.7898,1,8191,28.6658,30.9394,28.0974,96.9069
-2.26166,3.78685,-1.5342,301.416,350.723,15.7854,2,8191,28.6534,30.926,28.0852,96.9039
-2.47057,3.71569,-1.66451,301.395,350.706,15.7903,3,8191,28.6466,30.9382,28.0737,96.9008
-2.60609,3.85451,-1.80894,301.42,350.78,15.7906,4,8191,28.6421,30.9159,28.0737,96.8966
-2.43741,3.70166,-1.94235,301.386,350.71,15.7943,5,8191,28.6394,30.9112,28.0715,96.899
-2.84018,3.86017,-1.16496,301.321,350.646,15.7939,6,8191,28.6728,30.9285,28.1089,96.9002
-2.90458,4.0377,-1.40571,301.34,350.601,15.7956,7,8191,28.6558,30.9245,28.0887,96.8978
-2.92827,4.55635,-0.546846,301.329,350.695,15.7968,8,8191,28.6499,30.9335,28.079,96.9092
-2.73926,4.69892,-0.557933,301.335,350.644,15.794,9,8191,28.6441,30.9298,28.0727,96.8984
-2.63336,4.89664,-0.383279,301.335,350.64,15.7893,10,8191,28.6419,30.9394,28.0675,96.8953
-2.36174,5.00496,-0.542868,301.33,350.668,15.7844,1,8191,28.6162,30.9109,28.0426,96.8958
-2.26956,4.67071,-0.47512,301.354,350.831,15.781,2,8191,28.6452,30.9099,28.079,96.8947
-2.04201,4.37666,-0.678717,301.355,350.778,15.7793,3,8191,28.6738,30.9186,28.1126,96.8905
-1.80416,3.99273,-0.766996,301.324,350.784,15.774,4,8191,28.6902,30.927,28.131,96.8917
-2.12407,3.99256,-0.573539,301.369,350.751,15.7748,5,8191,28.6427,30.9124,28.0752,96.8933
-1.91862,3.52954,-1.31761,301.406,350.766,15.7649,6,8191,28.6387,30.9183,28.0687,96.8911
-1.79497,3.35349,-1.27651,301.38,350.787,15.7606,7,8191,28.6374,30.926,28.0653,96.8976
-1.69085,3.75818,-0.668336,301.296,350.769,15.7604,8,8191,28.6651,30.9307,28.0986,96.9
-1.69406,3.63009,-0.846308,301.33,350.837,15.7607,9,8191,28.6451,30.9347,28.0727,96.9008
-1.74661,3.64936,-0.69179,301.28,350.743,15.7664,10,8191,28.6304,30.9469,28.0513,96.9002
-1.76985,3.79,-0.674771,301.315,350.68,15.7706,1,8191,28.6516,30.9431,28.0787,96.9026
-1.64849,3.56181,-0.864072,301.35,350.758,15.7648,2,8191,28.6436,30.9382,28.07,96.899
-1.55459,3.44227,-0.890205,301.34,350.799,15.7629,3,8191,28.623,30.9285,28.0466,96.8978
-1.73283,3.20235,-1.03294,301.343,350.805,15.7555,4,8191,28.5953,30.9258,28.0127,96.8953
-1.7388,3.24389,-1.07106,301.34,350.731,15.7552,5,8191,28.5836,30.9469,27.9928,96.8984
-1.84384,3.17342,-0.954071,301.323,350.768,15.7588,6,8191,28.5552,30.9136,27.9656,96.9002
-1.62433,3.6084,-0.882271,301.355,350.691,15.7556,7,8191,28.5783,30.9605,27.9828,96.9051
-1.64702,3.49418,-1.33192,301.358,350.861,15.7629,8,8191,28.5756,30.926,27.988,96.9094
-1.3573,3.60686,-1.27549,301.365,350.729,15.7621,9,8191,28.6466,30.9283,28.0762,96.9039
-1.02873,3.69549,-0.829098,301.358,350.823,15.7666,10,8191,28.6623,30.932,28.0949,96.9116
-0.942148,3.70492,-0.785704,301.37,350.656,15.7645,1,8191,28.6491,30.9258,28.0799,96.8972
-0.574173,3.58384,-0.73627,301.366,350.68,15.769,2,8191,28.6282,30.9109,28.0575,96.9033
-0.61143,3.76409,-0.820936,301.355,350.78,15.7668,3,8191,28.612,30.9037,28.0391,96.9104
-0.300946,3.70873,-0.872051,301.346,350.656,15.7644,4,8191,28.6449,30.9245,28.075,96.9087
-0.371624,3.54531,-0.815227,301.335,350.593,15.7729,5,8191,28.633,30.9136,28.0628,96.9118
-0.703265,3.31392,-0.644283,301.336,350.711,15.7775,6,8191,28.6153,30.9198,28.0391,96.9069
-0.666755,3.30152,-0.497887,301.355,350.706,15.7766,7,8191,28.6606,30.9273,28.0939,96.899
-1.1513,2.93337,-1.01598,301.384,350.826,15.7689,8,8191,28.6653,30.9171,28.1024,96.9014
-1.32416,3.04988,-0.979319,301.37,350.759,15.7641,9,8191,28.6436,30.9322,28.0715,96.902
-1.23493,3.08601,-1.252,301.391,350.796,15.7619,10,8191,28.6446,30.9372,28.0715,96.9039
-1.10176,3.10608,-1.39564,301.39,350.774,15.7661,1,8191,28.6498,30.9394,28.0775,96.9051
-1.20031,3.15146,-0.884134,301.411,350.757,15.7692,2,8191,28.6651,30.9109,28.1036,96.9057
-1.56565,3.05572,-0.819914,301.415,350.763,15.7712,3,8191,28.6384,30.9121,28.07,96.9043
-1.4601,3.23162,-0.820568,301.403,350.701,15.7763,4,8191,28.6937,30.9196,28.1372,96.9019
-1.6848,3.31141,-1.21736,301.38,350.616,15.7793,5,8191,28.6302,30.9109,28.06,96.8923
-1.80859,3.09199,-1.39989,301.354,350.692,15.7781,6,8191,28.5851,30.9295,27.999,96.8923
-1.73982,3.35883,-1.36099,301.365,350.618,15.7799,7,8191,28.6312,30.9307,28.0563,96.896
-1.83128,3.37534,-1.19073,301.388,350.55,15.7777,8,8191,28.6085,30.9369,28.0264,96.8984
-1.76997,3.03051,-1.4444,301.38,350.566,15.7809,9,8191,28.5883,30.9307,28.0027,96.8984
-1.77434,3.00378,-1.28557,301.37,350.601,15.7816,10,8191,28.5978,30.9084,28.0202,96.9014
-1.72526,2.85468,-1.53395,301.385,350.658,15.785,1,8191,28.6033,30.9059,28.0276,96.8984
-1.79776,2.97203,-1.29153,301.382,350.72,15.791,2,8191,28.6369,30.9097,28.0687,96.899
-1.75658,2.86139,-1.19,301.39,350.715,15.7883,3,8191,28.6539,30.9384,28.0827,96.8947
-1.6587,2.84066,-1.1402,301.403,350.707,15.7906,4,8191,28.6349,30.9444,28.0575,96.8911
-1.57524,2.65023,-1.18623,301.4,350.648,15.7919,5,8191,28.6287,30.9382,28.0513,96.8893
-1.63621,2.63024,-1.20994,301.425,350.744,15.7941,6,8191,28.6436,30.9531,28.0662,96.8858
-1.768,2.685,-1.18529,301.44,350.729,15.7933,7,8191,28.6648,30.9692,28.0887,96.8964
-1.95572,2.65868,-1.0006,301.436,350.815,15.7973,8,8191,28.6259,30.9493,28.0451,96.8982
-1.91069,2.58939,-1.23828,301.435,350.668,15.7921,9,8191,28.6349,30.9245,28.0625,96.896
-2.11204,2.55014,-1.77159,301.44,350.656,15.8002,10,8191,28.6177,30.9431,28.0364,96.896
-2.1707,2.65444,-1.71697,301.425,350.643,15.8067,1,8191,28.6636,30.9332,28.0961,96.9014
-2.25604,2.99677,-1.20577,301.422,350.432,15.8047,2,8191,28.6551,30.9605,28.0787,96.8984
-2.13456,3.19992,-1.16345,301.435,350.528,15.8044,3,8191,28.6177,30.9431,28.0364,96.8966
-2.07168,3.2906,-1.12668,301.399,350.514,15.8022,4,8191,28.5863,30.9357,27.999,96.8947
-1.94537,3.25,-0.978143,301.405,350.66,15.8101,5,8191,28.6035,30.9469,28.0177,96.8953
-1.98674,3.50344,-0.784975,301.412,350.648,15.8134,6,8191,28.6352,30.9357,28.06,96.9
-2.0492,3.35893,-1.23664,301.41,350.638,15.8149,7,8191,28.6262,30.9407,28.0476,96.8953
-2.03319,3.3313,-1.04864,301.408,350.597,15.8169,8,8191,28.6287,30.9183,28.0563,96.8966
-2.19571,3.46914,-0.490447,301.35,350.531,15.8169,9,8191,28.68,30.9258,28.1186,96.9014
-2.03697,3.54969,-0.390872,301.335,350.607,15.8191,10,8191,28.6655,30.963,28.0912,96.9037
-2.19397,3.27014,-0.618912,301.34,350.599,15.8231,1,8191,28.6491,30.9655,28.07,96.9061
-2.309,3.35991,-0.626128,301.306,350.597,15.8188,2,8191,28.6493,30.9617,28.0712,96.8978
-2.52459,3.06625,-0.560836,301.3,350.8,15.8178,3,8191,28.6518,30.9345,28.0812,96.8966
-2.55442,2.79325,-0.462444,301.339,350.779,15.8037,4,8191,28.6907,30.9493,28.126,96.9019
-2.47816,3.68469,-0.686761,301.37,350.785,15.8031,5,8191,28.683,30.9258,28.1223,96.9019
-1.75398,3.85325,-0.518185,301.392,350.815,15.7948,6,8191,28.665,30.9605,28.0912,96.908
-1.65329,3.70491,-0.709959,301.385,350.811,15.7877,7,8191,28.6379,30.9345,28.0638,96.9069
-1.64359,3.6227,-0.58616,301.387,350.796,15.7771,8,8191,28.6531,30.9357,28.0824,96.9063
-1.5143,3.60601,-0.496329,301.38,350.785,15.7754,9,8191,28.6449,30.9345,28.0725,96.902
-1.59631,3.50182,-0.412151,301.405,350.803,15.7835,10,8191,28.6526,30.9233,28.0849,96.9073
-1.52026,3.56492,-0.464723,301.41,350.655,15.778,1,8191,28.6548,30.9345,28.0849,96.9026
-1.54876,3.55359,-0.624068,301.394,350.841,15.7844,2,8191,28.6409,30.9444,28.065,96.8996
-1.68965,3.49981,-0.694711,301.385,350.69,15.7849,3,8191,28.6483,30.9568,28.0712,96.9026
-1.91095,3.34943,-0.714269,301.381,350.739,15.7852,4,8191,28.6927,30.9236,28.135,96.9075
-1.89532,3.24101,-0.640681,301.39,350.709,15.7914,5,8191,28.6969,30.9357,28.1372,96.9124
-1.88477,3.28027,-0.55015,301.396,350.648,15.7914,6,8191,28.6578,30.9345,28.0887,96.9045
-1.92492,3.28628,-0.468354,301.38,350.719,15.7902,7,8191,28.6613,30.9816,28.0812,96.9026
-1.80732,3.40513,-0.909911,301.346,350.796,15.7929,8,8191,28.6702,30.9667,28.0961,96.9002
-1.78935,3.11635,-0.785845,301.325,350.701,15.7838,9,8191,28.6503,30.9568,28.0737,96.8978
-1.8792,2.91251,-0.623269,301.332,350.671,15.7962,10,8191,28.6244,30.9469,28.0438,96.9008
-1.99843,3.11034,-0.256549,301.335,350.682,15.7845,1,8191,28.6508,30.9394,28.0787,96.902
-2.23213,3.10186,-0.166858,301.322,350.77,15.7874,2,8191,28.6623,30.9221,28.0974,96.9039
-2.27859,2.98464,-0.209695,301.265,350.743,15.7898,3,8191,28.6394,30.9221,28.0687,96.9051
-2.25778,2.96041,-0.197461,301.265,350.717,15.7812,4,8191,28.6641,30.9208,28.0999,96.9051
-2.30959,2.9053,-0.190002,301.265,350.8,15.7815,5,8191,28.7009,30.9307,28.1435,96.9033
-2.3579,2.7574,-0.328208,301.266,350.869,15.7743,6,8191,28.68,30.9159,28.121,96.9014
-2.29026,2.64969,-0.510329,301.255,350.906,15.7681,7,8191,28.6701,30.9059,28.1111,96.9033
-2.37788,2.73584,-0.443249,301.25,351.247,15.7723,8,8191,28.6725,30.9134,28.1123,96.8996
-2.27574,2.72007,-0.341002,301.265,350.815,15.7405,9,8191,28.6972,30.927,28.1397,96.9033
-2.23342,2.60024,-0.319801,301.273,350.824,15.7386,10,8191,28.6521,30.9357,28.0812,96.9063
-2.09031,2.6147,-0.462799,301.27,350.921,15.7332,1,8191,28.6155,30.9469,28.0326,96.9063
-2.00469,2.70582,-0.638229,301.28,350.927,15.7355,2,8191,28.6352,30.9307,28.0613,96.9075
-2.05019,2.70533,-0.600284,301.275,351.142,15.7442,3,8191,28.6506,30.9332,28.0799,96.902
-2.0358,2.72765,-0.519114,301.277,350.961,15.7332,4,8191,28.6775,30.9431,28.1111,96.8972
-1.98974,2.68525,-0.559682,301.285,350.903,15.7279,5,8191,28.6715,30.9481,28.1024,96.9061
-2.00306,2.70687,-0.362981,301.28,350.759,15.7209,6,8191,28.6284,30.932,28.0525,96.9014
-1.9452,2.75923,-0.221225,301.27,350.892,15.7271,7,8191,28.6454,30.9171,28.0775,96.9008
-1.90784,2.79716,-0.0328949,301.281,350.928,15.7316,8,8191,28.6282,30.9357,28.0513,96.9104
-1.84003,2.7851,-0.110028,301.29,350.993,15.7376,9,8191,28.6419,30.9295,28.07,96.9104
-1.80365,2.87689,-0.0355093,301.26,351.078,15.739,10,8191,28.6797,30.9394,28.1148,96.9045
-1.83434,2.98974,-0.089866,301.23,350.932,15.7295,1,8191,28.6623,30.932,28.0949,96.9037
-1.87783,2.89822,-0.14868,301.224,351.005,15.7357,2,8191,28.6646,30.9183,28.1011,96.9049
-1.82899,2.96939,-0.154498,301.265,350.98,15.7318,3,8191,28.6914,30.9431,28.1285,96.9013
-1.92347,3.02509,-0.184563,301.258,350.995,15.7276,4,8191,28.6563,30.9419,28.0849,96.9049
-1.91985,3.04054,-0.274948,301.23,351.101,15.7235,5,8191,28.618,30.9394,28.0376,96.9049
-1.96461,2.91417,-0.188568,301.238,350.868,15.7176,6,8191,28.669,30.9307,28.1036,96.9051
-2.00393,2.73052,-0.334095,301.265,351.074,15.7223,7,8191,28.6329,30.9642,28.0501,96.91
